Semente randômica: 1720531050
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
13	-8.0640401	-34.8983568
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
Semente randômica: 1847397201
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
11	-8.0643986	-34.8985338
10	-8.0643854	-34.8986519
9	-8.0643907	-34.8987592
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
1	-8.0650363	-34.8986969
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
Semente randômica: 1882821768
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
Semente randômica: 1025379069
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
Semente randômica: 1771595030
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
9	-8.0643907	-34.8987592
14	-8.0640481	-34.8982147
13	-8.0640401	-34.8983568
0	-8.0652249	-34.899
7	-8.0649298	-34.8988986
6	-8.0649537	-34.8990144
10	-8.0643854	-34.8986519
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
Semente randômica: 1169752831
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
12	-8.0640481	-34.8984534
0	-8.0652249	-34.899
Semente randômica: 1478603446
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
15	-8.0642101	-34.8980564
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
11	-8.0643986	-34.8985338
10	-8.0643854	-34.8986519
9	-8.0643907	-34.8987592
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
0	-8.0652249	-34.899
Semente randômica: 129279284
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
7	-8.0649298	-34.8988986
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
6	-8.0649537	-34.8990144
10	-8.0643854	-34.8986519
9	-8.0643907	-34.8987592
0	-8.0652249	-34.899
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
Semente randômica: 1546953699
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
3	-8.0656787	-34.8991297
2	-8.0656856	-34.8989249
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
12	-8.0640481	-34.8984534
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
Semente randômica: 949330423
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
9	-8.0643907	-34.8987592
12	-8.0640481	-34.8984534
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
10	-8.0643854	-34.8986519
11	-8.0643986	-34.8985338
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
Semente randômica: 1915044350
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
9	-8.0643907	-34.8987592
10	-8.0643854	-34.8986519
11	-8.0643986	-34.8985338
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
12	-8.0640481	-34.8984534
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
Semente randômica: 584289910
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
9	-8.0643907	-34.8987592
12	-8.0640481	-34.8984534
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
10	-8.0643854	-34.8986519
11	-8.0643986	-34.8985338
13	-8.0640401	-34.8983568
14	-8.0640481	-34.8982147
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
Semente randômica: 775097362
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
10	-8.0643854	-34.8986519
9	-8.0643907	-34.8987592
15	-8.0642101	-34.8980564
0	-8.0652249	-34.899
5	-8.0649882	-34.8991136
4	-8.0650068	-34.8992048
2	-8.0656856	-34.8989249
3	-8.0656787	-34.8991297
0	-8.0652249	-34.899
6	-8.0649537	-34.8990144
7	-8.0649298	-34.8988986
13	-8.0640401	-34.8983568
12	-8.0640481	-34.8984534
14	-8.0640481	-34.8982147
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
Semente randômica: 335724402
0	-8.0652249	-34.899
16	-8.0636657	-34.8981476
0	-8.0652249	-34.899
8	-8.0651117	-34.8988423
1	-8.0650363	-34.8986969
11	-8.0643986	-34.8985338
12	-8.0640481	-34.8984534
